"customer_id","customer_count"
42109453,1
46851197,1
50901800,1
45290919,1
47536269,1
51727983,1
43601211,1
43583755,9
51889386,1
53028438,1
22934294,1
51944467,2
24207429,1
51676743,1
42406592,2
45415097,1
37593393,1
50197766,3
35825585,1
53094425,1
51987926,1
49924159,1
38660625,1
51865996,2
51176879,1
51177466,103
49738138,55
42738120,1
51688790,4
42024555,2
49313520,1
48974039,1
39631887,1
51993042,13
51279481,1
19381643,1
50747849,12
53089838,77
50873240,67
15615723,1
51619503,1
42879965,2
52507662,2
51931244,2
17050673,1
32741426,1
50929987,1
12659188,1
12200981,72
50501151,1
49166364,1
42597671,1
37466597,47
49908643,5
52460215,11
29412424,1
34027910,2
51105083,1
44984651,8
2550560,1
16482789,3
51647579,1
50936180,1
51390644,1
38635915,1
41509148,2
10271430,1
52718976,1
50301542,1
40185989,1
46231411,1
50285917,1
43004412,1
47730865,7
48982523,1
50116395,1
22104350,1
50309142,10
38544151,1
15478510,1
51400476,1
16831022,1
50864831,11
49510863,1
49178930,1
51847337,1
51068638,1
53021858,2
50302371,3
51696314,3
51799515,1
50369519,4
52819362,2
49426777,1
41009007,1
41149118,1
47220510,6
44421630,3
17957824,1
50892690,2
51971170,1
50093450,1
40917268,7
40202010,3
13270035,1
1303277,1
35189567,2
51926162,5
39427317,1
52578301,2
50799530,9
52389235,18
36493306,1
13251411,1
34679338,1
49957835,1
31832561,1
42938140,1
51285817,3
49998528,2
53060956,1
41832157,12
25649247,4
40545142,2
23374189,1
44561255,1
49727096,2
30997982,37
51267379,9
51148879,2
51345265,8
51017388,1
49912952,1
28155973,1
51247650,7
45139869,1
49652973,1
50064406,1
9992327,1
37347382,1
52626777,5
42641316,3
46253370,3
13376637,2
32267165,1
50879062,1
51207761,8
48115761,1
25402957,5
53074766,13
51081948,1
51974875,1
38637154,2
37493936,6
52071105,1
52622814,1
52947104,2
51140701,2
37630115,1
38057522,1
51902175,10
52521653,1
49850784,1
35836286,3
37391707,2
46089634,1
51014552,2
52160538,1
22765740,1
51807955,2
43867475,1
43090442,1
52108548,2
10071425,8
47150995,2
50718943,1
46103228,2
33144091,1
52226027,1
47485783,1
5132946,1
11923019,2
52416998,2
52451902,2
35784165,1
51682313,7
24788969,1
47214336,3
51760317,1
20931710,1
49668902,1
50206359,8
49673688,1
49211495,1
32239779,1
47265394,1
51208239,1
50117241,1
39659310,1
20797489,3
43023046,1
11790253,1
52032159,1
51304575,1
51855332,1
43015898,2
51350604,1
50017239,1
37065338,1
43980882,1
52137678,1
52883065,1
41555978,1
51190202,1
48887911,4
50197951,1
50649053,2
50045206,1
52004249,1
50917008,1
52802521,5
12008339,2
45065549,3
36330632,1
50010175,2
30727651,1
43910650,1
16270652,3
53049736,1
49739668,1
38553686,2
48586254,1
50327046,1
49594498,1
52776790,2
31111259,1
20322429,4
52550977,1
45735458,1
43876061,1
51337406,1
17645862,1
47831484,7
8117996,1
50419417,2
6001066,1
19845810,1
15545648,1
52033132,4
50514798,1
52206069,1
50977471,2
51692307,1
51875979,1
48599762,4
51155905,1
44892123,1
40917152,2
38480048,1
50197757,1
38272919,1
24283446,1
9053763,2
52625937,2
50790086,1
53091333,1
40627495,1
53045057,1
51042051,2
42197733,2
49874626,1
14112736,1
49585718,1
49235766,6
52916954,1
52050464,1
43822113,1
44923588,1
3803121,1
13691358,1
51156467,3
51675714,1
52531831,1
52725156,1
6823085,1
23791994,1
49945487,1
48130622,1
52290808,1
51644062,4
39035708,4
51765539,1
45039387,1
48490766,1
23587188,1
52998660,7
49559409,1
43536472,1
51862517,1
49644650,1
49105967,1
52792195,2
33595424,4
43907795,3
43874282,1
52286300,2
52509207,1
34768040,1
51713823,2
52878753,2
51322706,1
36767068,1
51995705,3
26871090,1
38772532,1
47108494,3
50195729,2
43150850,1
51848363,2
50328042,2
49672462,5
51132720,1
52916889,1
38693589,2
42838205,1
49208413,3
48939076,1
53034992,1
31759525,5
33054879,1
38007263,1
43732617,1
10314261,1
52855293,1
52650373,1
16380862,1
43554162,1
39998908,2
48987820,3
52115342,2
52829860,1
47832967,1
52234192,1
37633681,1
52603976,3
49122151,2
48606119,1
49830715,1
40189314,2
39958657,8
36981146,35
39488286,3
51390696,5
51766296,4
51301861,2
34578734,1
19375352,1
52906923,1
19608039,3
21205311,11
51640233,2
50634821,20
13107301,2
50993245,2
51748365,2
49631395,2
48894774,1
52283250,3
18166374,1
15773880,1
52499409,37
21350288,1
48087418,1
51289523,1
4042794,2
38997960,3
34271677,1
39979651,1
53036716,10
52966437,1
39026144,15
36775031,1
49453593,1
44783521,3
50134971,1
49846738,6
51831996,1
48580146,1
51840131,4
49604273,7
51245139,10
52423230,1
34855513,1
49880650,1
2423298,1
51224895,4
51061481,2
50454803,1
31549414,1
37690877,1
52008494,1
49547165,20
53091678,1
50319149,2
11712309,1
51973179,1
48796049,1
51340032,1
51891737,1
49858016,7
44117370,3
51069347,1
11159407,1
51390791,1
52135633,2
50015114,1
48422738,1
33493106,1
52272284,5
46016090,2
38799297,1
49396949,1
51268937,1
27589730,1
49466781,2
42689093,1
52698369,1
12195464,1
40715504,1
49831240,9
44284796,1
48622602,1
42520858,1
36447222,1
52300205,1
10346576,6
35515776,1
27718424,4
46399509,1
39367864,1
40184394,6
23428604,2
51714945,1
51852640,2
17873441,1
49336283,1
47195271,3
52789237,1
52204271,7
53077842,1
52714902,1
53051913,1
44994178,1
37209492,1
25577585,1
49787959,1
50547238,1
17062560,1
49150230,1
51846872,2
49277009,6
52996474,2
51011761,1
52628583,1
44239190,9
42748366,1
52519291,1
51406493,1
48358845,1
44182864,1
51155634,1
52548355,2
11027766,1
49921565,1
47829611,1
52257405,2
37751560,3
52370184,2
46887547,1
40030425,1
29444138,1
32874048,1
19161381,1
51703296,1
44541950,1
49456924,1
50437435,1
42891650,1
36437536,1
52319336,3
52025917,1
13099126,1
48739365,1
50318395,1
50637328,1
13512832,1
52189900,1
17134748,1
48611675,1
52570699,1
52242464,2
35366976,1
52693047,1
50388043,2
49743209,2
51713818,4
26937473,2
50622235,1
13116516,1
45791446,1
42883604,1
51628783,1
37576772,1
35632941,5
32482103,1
52552691,2
37227204,2
13681641,1
38854897,1
49312205,1
19116908,4
51114635,1
36809837,1
51183124,1
45426389,2
51823682,3
14125557,1
20244063,2
51654626,4
52158296,1
25456822,1
36084153,2
49921559,1
41975147,1
52140569,1
51923810,2
45486859,1
45234216,11
51357575,2
15828686,2
35882821,1
30593454,1
51947868,1
19306425,1
17354661,1
47556275,1
22235775,1
47553509,1
22840784,4
50086792,4
51625155,1
49594211,4
12959762,1
52700422,1
41476492,1
51177676,1
12402465,1
51202743,1
50385909,1
51101028,1
13543350,1
51046745,4
37243695,1
31281895,1
23844198,1
10480550,1
45063718,1
51796017,1
51758107,1
49730003,1
36643291,1
48432393,1
51914728,1
13182793,1
46682738,3
24345709,1
51323017,7
28487779,2
35910936,1
49213207,1
47871310,2
38862123,2
49302106,1
26064392,1
43725739,1
49489799,1
49551581,2
52228204,2
22309781,1
22699944,2
7993710,1
52850811,1
50003363,1
52922966,1
51923814,1
51392948,1
47909002,1
27045627,1
12308401,1
34764502,1
51085258,1
51237613,1
35214641,1
51659934,1
52105335,4
52309847,1
29858961,1
51215730,1
49911615,3
52378107,2
51475788,1
28770955,1
39666771,1
51741915,3
49651080,1
50401156,1
33143231,1
23824258,1
12763845,19
52366803,1
35461490,7
50229157,1
46434705,1
16395692,1
18027831,1
25900832,1
52774625,1
46836232,1
52920125,14
50219522,79
52069498,1
52187394,5
52470359,3
52715197,2
51068142,22
52334888,20
51620066,1
45398231,2
17565752,1
49985234,1
49622230,28
19102937,8
18526241,1
50955135,1
46188232,1
52791179,2
15407610,2
52906816,12
50351550,1
51389547,1
43576100,1
53039876,2
50913542,3
37055838,1
50328965,5
49469907,1
13737498,1
37239393,3
37390247,1
53022436,1
51732751,1
38097537,1
36651448,1
47855535,1
37441405,3
38194931,1
52859935,12
48472617,7
52921294,1
48525458,1
52174726,5
51885207,4
52893438,1
13820687,1
52951864,1
51234224,6
30101572,3
51647893,5
44384959,1
36734280,1
47780465,2
40325702,1
47765119,5
51027124,4
51220867,4
53027334,1
53083711,1
45781580,1
49406208,2
37864959,18
49294282,2
52982272,1
37250370,1
4038057,2
44463799,1
23140205,1
33310320,2
49700850,8
51126113,3
46008659,1
51167405,7
52193331,1
52099725,1
23056001,1
51932974,1
52429676,1
51943398,1
36758768,1
42407574,2
52439647,1
35668100,1
45496978,5
36205487,2
51325250,1
51360683,1
39851728,1
36529138,1
22132114,1
51616561,1
45272334,2
48339186,1
45874743,2
44908451,3
41033692,1
42384653,1
24317463,1
51239499,1
33621679,7
45152489,1
39538317,1
14423420,1
48582292,1
38624521,1
50637687,2
51678659,1
51723572,1
51975740,1
49062346,10
40486671,1
17852435,4
50910422,1
49161840,8
51114834,10
50233303,3
45954237,3
49037541,1
38217852,1
48860468,1
29787508,1
14952935,1
52005039,1
51359170,1
50227682,1
50986685,2
51643682,2
51565929,3
51737331,1
50372817,1
49906164,1
46783167,5
45079247,1
43399023,2
53070659,1
45751555,1
50279198,1
51163951,1
51880799,1
45900527,1
50970673,2
49928649,1
52707199,2
28513497,1
53060967,1
39802925,1
46024905,2
29293144,1
51304240,1
16117082,1
50369324,1
33076327,1
16230722,4
50246688,1
52863873,1
37384416,6
51781811,1
34179067,2
52595796,1
52137676,1
51063932,1
49865563,1
49931519,1
45244202,1
52638245,1
51344828,1
50430426,1
39067811,5
1404398,1
43081338,1
51733300,1
51116913,1
49824249,1
52370150,3
28217785,1
50933997,1
37905104,1
31688684,1
52911276,2
36416363,1
50310021,2
16570989,1
38098153,1
11802072,1
35898322,1
19319655,3
52766171,1
49857481,1
38636033,6
15061114,3
23326231,1
28108957,1
49379041,9
44571702,2
51655529,1
51688314,1
37418481,3
39512512,2
50201700,3
38151390,1
51924074,5
52243824,1
33880955,1
51814015,1
51703402,1
45678399,2
52439550,1
34182857,1
37940726,1
34117122,1
50832957,3
52041002,1
12725733,2
49903905,1
51142275,1
21373261,1
49752410,2
49440937,1
10570752,1
28822797,1
20515830,1
42478348,1
28072814,1
50874085,1
51376814,5
29958683,1
51769184,10
26282051,2
50066302,1
41512776,1
31375844,1
50852730,2
49947628,4
53033458,1
51011683,3
40603879,2
49754292,1
51142615,1
32512077,3
53005754,4
48130272,1
44361864,1
50040101,1
50971687,6
46051643,1
39431892,1
52058590,6
51752231,1
52329839,2
51396846,1
52004004,1
49804695,1
39016219,1
29596700,2
52024418,2
51009358,5
52330201,1
50719812,1
44723199,3
51672283,11
50860167,3
51845019,4
50257162,1
36052074,3
51938175,1
49920191,3
35929399,1
50085589,1
10905385,1
41816215,2
17675430,1
49388664,4
49848063,1
33179468,1
34951831,1
51236243,1
49307860,1
37168172,1
50695333,3
51792266,1
50885592,1
49947978,1
36967307,2
51144499,1
42929453,2
49479110,3
39295357,1
50797921,1
52344034,1
49617864,2
44038210,52
50884971,3
8793889,1
43980935,1
45722101,2
49758681,1
51652698,5
51015674,20
40288129,2
33388871,2
49682371,2
37470854,5
31111262,1
39990164,1
40229508,7
51661914,1
34801459,3
49499992,10
25094354,2
52651354,1
10252456,1
49699385,2
18498746,23
52389659,1
43705644,13
40180425,1
52353161,1
51668835,3
50203813,53
18333949,1
50690261,6
48460987,4
36789168,2
50193683,1
49466569,7
52745428,1
50977226,2
426939,1
41753261,2
51123152,1
52425826,1
16691191,8
49882780,1
50132221,1
51795695,17
49212791,4
51903105,43
37513455,18
27020714,4
44889757,2
52510804,1
51969667,2
52826964,2
48929273,1
51274412,1
51878225,10
20121828,2
52904884,1
51830300,1
14840541,4
38109645,7
49381081,1
45778899,3
27629014,2
45823271,2
51781072,1
37799686,1
42553082,2
38198428,1
30201949,1
49155537,11
41999585,6
51297487,2
47336558,1
42812312,22
49630798,1
51359198,5
41882202,1
47243355,1
51963567,56
33657055,3
43424101,2
25132299,1
43205283,1
47594609,4
7015987,9
45378074,5
13178684,6
51689279,2
14596523,1
52494919,1
52260387,1
50228316,1
51245013,6
49307501,3
12035696,1
45027690,1
33678582,17
48069442,2
52790188,3
32000675,1
50180329,1
51622721,1
20387978,1
44999930,4
37388276,1
34231339,1
41814516,1
14570006,8
47694869,1
42053352,1
37543336,6
45581357,1
40906596,1
52616801,1
33928819,1
52276270,1
31785036,1
36831479,1
52503782,2
48393015,1
16415204,1
51707473,1
42173327,1
32750913,5
42839077,1
44191376,1
51306256,1
49789730,1
51939919,2
51408808,1
51339281,3
36906964,1
50759616,1
43621146,1
31136354,2
52694455,1
50395078,15
49629451,1
38660543,1
40323186,3
49029971,1
45021911,1
52668336,2
47535486,1
44635384,1
40473356,1
48874332,1
52830959,3
49523555,1
49471827,1
47994391,1
49644386,1
49713705,2
49315239,1
52583228,1
26480168,1
42992498,1
35301458,1
52076310,1
50885684,1
50272861,1
52709746,1
46386722,1
3193803,1
42202421,1
49377050,1
52241122,1
52708452,1
49194505,1
49042057,1
7080939,506
53061038,1
52210926,1
49651700,1
51138056,247
51668777,2
47584859,2
52661885,3
50427474,21
11778314,72
24266993,1
31975069,2
52433850,2
49169780,1
51241288,2
52071802,2
47629246,17
50940971,3
51896936,1
49929047,1
4185553,1
42030940,7
50807892,1
50429203,1
18418671,1
51923447,1
51037488,1
44476252,1
49696717,16
48428265,1
52913418,11
25479892,1
32966475,1
43880928,3
27602582,1
35762112,20
44512666,1
45471879,1
52816322,1
52764962,1
50103784,2
40306006,2
51698607,9
50956968,1
46340796,1
21242620,15
48004825,8
34697774,2
22096054,6
32700280,1
32204234,1
49820489,1
30268205,1
51712853,10
16438098,7
52161648,2
52561830,1
48481186,1
46256919,1
51177586,1
52353734,26
14830011,1
52947518,3
7829956,1
52197601,3
50308853,10
8144646,1
52034871,1
35815587,5
43706009,1
47020543,1
49973521,10
44792208,1
33322620,1
49777636,3
50862112,1
51018546,1
48799826,3
42972744,4
50700615,2
37672244,40
49559435,5
12549310,6
50133602,8
50119821,4
52033233,1
51618860,3
51335186,1
46634368,1
46354510,2
45494736,10
51789067,8
22496961,6
51958823,1
51135328,3
49284478,1
15484252,2
52430491,1
19420622,8
52861190,1
51785609,1
49947984,1
50644174,1
29624328,14
51635946,1
47646806,1
37423097,1
50376161,1
16716658,2
13774781,1
32654093,1
51166188,43
34946095,2
50269249,1
51146292,1
52150780,1
15420727,1
38843554,2
34294152,1
44278556,1
50071224,6
50324807,3
50429609,3
52230076,1
38688214,1
49660708,3
45784197,1
50857266,4
11693895,1
51217617,1
40116586,4
51234972,1
39298125,1
45128194,2
50472169,1
51812521,1
29571780,1
53073838,1
35085627,1
25197245,1
51293375,1
46834457,1
33960724,1
3267195,1
51143520,1
37626726,5
10727441,1
52342851,2
49838949,1
38201393,3
49829216,1
35971766,2
51242067,4
43875396,12
51263697,7
47551121,1
43699203,3
51708145,2
50308950,1
17094123,2
15178286,1
21787696,1
50740840,2
13098577,1
49121427,2
52037132,1
52833641,1
11072918,1
48243615,1
35794442,1
49558037,12
52639968,1
18147854,1
40948433,1
37751114,1
19934986,1
29255028,4
51255826,1
44253031,1
45475709,1
37437403,1
51969289,2
51842374,1
51615504,1
52034025,1
50133552,1
51058035,1
51100622,1
51169022,1
3804179,1
41104109,1
50313634,1
52255619,1
36357392,10
48901298,5
51288512,1
47763626,1
52687198,1
41898820,1
47523139,1
25543581,1
48952772,1
49481769,1
3761754,2
32664172,13
50795789,1
37050011,1
50863061,7
51707483,5
19368342,3
52858347,4
32308084,1
51072128,11
21035038,4
14793094,1
50433894,2
48099320,1
42141456,1
53095977,1
14232917,2
36595550,1
51757516,4
13908122,2
50095799,5
50941261,1
39813632,1
49490994,1
50336816,1
52651570,1
29150974,1
44301346,3
32549722,1
16650721,1
30924137,10
3613442,1
51043220,1
34207102,1
44808734,1
49394993,1
51369556,2
53052007,1
38788931,1
53080537,3
51905743,1
39807897,16
52499740,8
51068828,1
51749744,2
13728299,1
52833377,1
51275895,1
27819218,1
52800529,2
29395269,1
30258963,1
49783896,1
31350975,1
46896891,1
14899064,1
52246714,2
31528262,1
2469721,2
51236052,1
51279236,1
17441512,1
16984786,3
51383825,2
52832824,1
50828329,1
16148604,1
51052117,1
49447783,6
29407132,1
26221913,2
50852648,1
39914182,4
51296165,3
50942129,1
52378661,11
37545374,1
38098237,1
49076120,1
43399376,1
49841094,1
50158915,3
52205919,1
50294435,6
51128752,1
33264910,1
11000390,2
50962927,1
50225051,1
39913844,1
32618870,1
51204333,1
48010460,1
40497335,3
51084617,1
50994308,1
51173645,11
30404997,1
49857845,4
37740851,4
42905204,3
27062066,2
50108515,6
48219859,1
33042065,1
47717830,1
37141145,2
50441521,1
32911465,7
51117826,1
50206702,1
49824705,3
42954613,1
50809135,2
35956851,1
30888371,2
52281086,1
36623678,1
51920248,2
51774509,1
16950104,2
28345350,1
39845931,1
38641811,1
48202034,1
33820317,1
46626338,1
28680188,2
51393858,1
50014965,1
36609540,2
52957090,1
38654840,2
50128621,1
50141058,1
50423110,6
20352845,1
52812962,1
49572514,2
52108392,2
17887233,1
49649547,2
52096693,1
52515788,3
52585188,4
43635274,1
51845956,1
51898561,1
2033137,2
37395317,1
50193266,1
52462353,1
47841385,3
49657308,3
50002445,1
43402488,1
48997818,2
52586844,2
51200875,1
51832993,2
38647672,1
52854974,1
36375055,1
52089730,2
48973915,2
46676740,1
24312756,1
14566193,1
38845226,1
20669963,1
47326018,7
45294635,3
50554644,1
17444724,1
43762213,13
52946003,6
49896660,1
37204936,1
53063787,1
22297018,9
42207509,2
51029486,1
24607861,2
47074019,6
51735101,2
48029428,1
51332007,1
46431433,1
50007682,1
34801308,1
49398410,2
50722624,2
42756524,1
51068670,1
18603463,1
51277596,1
50562391,3
44904850,1
38149812,1
50059756,8
51191334,1
27631330,1
37925993,9
40519072,4
50923931,164
14625124,1
51223486,2
45959814,1
45308528,39
38297724,1
45904691,3
52559571,2
48468721,1
44124680,2
51260733,29
50245360,25
26398528,1
46067127,16
41958564,1
50763950,13
49875550,14
47564671,11
50548816,1
51917474,20
50739918,4
13349710,1
52637822,43
45159485,1
49661042,1
14414026,9
17198370,2
51105335,1
32731934,1
47596395,1
46079824,6
20879147,1
52464377,5
51919568,1
52741386,2
7291639,1
51272449,3
42560355,1
51947402,5
50931445,3
35293994,2
50744020,2
36969639,1
35191679,1
46215538,1
53091443,1
17411308,2
49863446,2
15018421,4
52665439,1
29403567,3
50792170,1
50902913,1
21203235,11
30633652,1
50334048,1
40883030,2
49199664,1
51084323,2
51321594,2
51893511,1
52172723,1
37539488,13
12039846,1
50164106,6
52776837,1
51747069,1
38761603,1
35177109,1
33032075,6
47566597,2
50114702,1
52452549,1
46395451,1
50100333,2
44877161,1
53051043,1
51780937,1
30211121,2
800748,3
51377664,1
47531507,4
49593708,4
17092429,3
48496159,1
52976747,3
51026367,1
51840816,1
18233901,1
24933822,1
